,Image Name,Cat. 1,Cat. 2,Cat. 3,Cat. 4,Cat. 5,True Skill Rating,Load,Exemplar of,To be asked,Trial Type,Audio,RT to TO,RT VS,RT to TO,Sound Onset,Sound Hz,Trial N.,trial_n
268,2009_002697.jpg, horse,,,,,19.78900607,low, horse,,No Target,Normal,None,Na,Na,None,None,43,223
7,2008_000119.jpg, person, horse,,,,19.18754607,low, horse,,No Target,Normal,None,Na,Na,None,None,44,224
156,2008_006072.jpg, bottle,,,,,18.25990094,low, bottle,,No Target,Critical,None,Na,Na,0.423,tone4,45,225
45,2008_000952.jpg, car,,,,,19.759256,low, car,,No Target,Normal,None,Na,Na,None,None,46,226
125,2008_004607.jpg, bottle,,,,,20.4657412,low, bottle,,No Target,Normal,None,Na,Na,None,None,47,227
159,2008_006276.jpg, sofa,,,,,12.39022978,low, sofa,,No Target,Normal,None,Na,Na,None,None,48,228
449,2011_001753.jpg, aeroplane,,,,,11.34641314,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,49,229
114,2008_004174.jpg, dog,,,,,16.3635983,low, dog,,No Target,Normal,None,Na,Na,None,None,50,230
108,2008_003846.jpg, car,,,,,18.10032217,low, car,,No Target,Normal,None,Na,Na,None,None,51,231
342,2010_001829.jpg, horse,,,,,19.23440134,low, horse,,No Target,Normal,None,Na,Na,None,None,52,232
328,2010_000838.jpg, person, horse,,,,20.40572806,low, horse,,No Target,Critical,"[('space', 0.8555552197722136)]",Na,Na,0.218,tone1,53,233
143,2008_005465.jpg, bird,,,,,16.67271324,low, bird,,No Target,Normal,None,Na,Na,None,None,54,234
168,2008_006784.jpg, sofa,,,,,17.05590937,low, sofa,,No Target,Normal,None,Na,Na,None,None,55,235
232,2009_000939.jpg, tvmonitor, chair, sofa,,,21.02083881,low, sofa, sofa,Target Present,Normal,None,"[('p', 2.489786882462795)]",-999,None,None,56,236
264,2009_002521.jpg, bottle,,,,,20.83252155,low, bottle,,No Target,Normal,None,Na,Na,None,None,57,237
241,2009_001406.jpg, person, boat,,,,19.90161689,low, boat,,No Target,Critical,"[('space', 0.617788266907155)]",Na,Na,0.825,tone3,58,238
307,2009_004713.jpg, bird,,,,,20.01239363,low, bird, bird,Target Present,Normal,None,"[('p', 2.217740427215176)]",-999,None,None,59,239
207,2008_008607.jpg, aeroplane,,,,,32.02068991,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,0,240
185,2008_007527.jpg, tvmonitor, chair,,,,32.38481414,high, chair,,No Target,Normal,None,Na,Na,None,None,1,241
13,2008_000192.jpg, bird,,,,,29.17631148,high, bird,,No Target,Normal,None,Na,Na,None,None,2,242
19,2008_000262.jpg, boat,,,,,38.409555,high, boat,,No Target,Critical,"[('space', 0.47751107041403884)]",Na,Na,0.825,tone1,3,243
336,2010_001434.jpg, sofa, chair,,,,31.26054,high, chair,,No Target,Normal,None,Na,Na,None,None,4,244
273,2009_002850.jpg, person, bottle,,,,41.29008548,high, bottle,,No Target,Normal,None,Na,Na,None,None,5,245
75,2008_002084.jpg, pottedplant, person, dog,,,30.00737433,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,6,246
110,2008_004100.jpg, car, aeroplane, person,,,31.81214007,high, aeroplane,,No Target,Critical,"[('space', 0.5118455969786737)]",Na,Na,0.026,tone2,7,247
315,2009_005239.jpg, person, boat,,,,33.51757226,high, boat,,No Target,Normal,None,Na,Na,None,None,8,248
242,2009_001462.jpg, chair,,,,,32.44930357,high, chair,,No Target,Normal,None,Na,Na,None,None,9,249
390,2010_004542.jpg, person, horse,,,,33.85482115,high, horse, dog,Target Absent,Normal,None,"[('q', 2.034155769215431)]",-999,None,None,10,250
187,2008_007613.jpg, cat,,,,,31.07255302,high, cat,,No Target,Critical,"[('space', 0.4460235469377949)]",Na,Na,0.945,tone2,11,251
436,2011_001139.jpg, chair, bird, diningtable,,,29.36175572,high, bird,,No Target,Normal,None,Na,Na,None,None,12,252
260,2009_002306.jpg, boat,,,,,30.0652664,high, boat,,No Target,Normal,None,Na,Na,None,None,13,253
429,2011_001001.jpg, person, bird, boat,,,31.91340974,high, bird,,No Target,Critical,"[('space', 0.03264388684328878)]",Na,Na,0.591,tone1,14,254
101,2008_003448.jpg, person, chair,,,,30.01632433,high, chair,,No Target,Normal,None,Na,Na,None,None,15,255
164,2008_006461.jpg, bird,,,,,31.18243026,high, bird,,No Target,Normal,None,Na,Na,None,None,16,256
279,2009_003265.jpg, person, chair, bottle, diningtable, tvmonitor,39.0005066,high, chair,,No Target,Normal,None,Na,Na,None,None,17,257
1,2008_000036.jpg, person, bicycle, boat,,,33.11883424,high, boat,,No Target,Normal,None,Na,Na,None,None,18,258
474,2011_002814.jpg, sofa, bottle, pottedplant, tvmonitor, chair,33.93777562,high, bottle,,No Target,Critical,None,Na,Na,0.074,tone4,19,259
186,2008_007534.jpg, car, dog,,,,31.13697328,high, car,,No Target,Normal,None,Na,Na,None,None,20,260
419,2011_000427.jpg, sofa, diningtable, person,,,40.50710337,high, sofa,,No Target,Normal,None,Na,Na,None,None,21,261
52,2008_001278.jpg, person, horse,,,,32.48053186,high, horse,,No Target,Normal,None,Na,Na,None,None,22,262
446,2011_001605.jpg, pottedplant, person, motorbike,,,34.41600543,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,23,263
71,2008_002032.jpg, person, chair, diningtable,,,32.01182729,high, person, bird,Target Absent,Normal,None,"[('q', 1.8314298193508876)]",-999,None,None,24,264
222,2009_000547.jpg, car, horse, person,,,32.99612117,high, horse,,No Target,Normal,None,Na,Na,None,None,25,265
61,2008_001580.jpg, boat,,,,,29.28810503,high, boat,,No Target,Normal,None,Na,Na,None,None,26,266
471,2011_002631.jpg, cat,,,,,29.37680987,high, cat,,No Target,Normal,None,Na,Na,None,None,27,267
150,2008_005702.jpg, horse,,,,,29.28123751,high, horse,,No Target,Normal,None,Na,Na,None,None,28,268
456,2011_001880.jpg, aeroplane,,,,,32.20276402,high, aeroplane, aeroplane,Target Present,Normal,None,"[('p', 2.253527535474859)]",-999,None,None,29,269
165,2008_006481.jpg, bird, boat,,,,29.3142336,high, bird,,No Target,Normal,None,Na,Na,None,None,30,270
72,2008_002037.jpg, person, dog,,,,30.20203583,high, dog,,No Target,Normal,None,Na,Na,None,None,31,271
229,2009_000926.jpg, pottedplant, sofa,,,,35.07912895,high, sofa,,No Target,Normal,None,Na,Na,None,None,32,272
478,2011_003086.jpg, bus, car, person,,,29.14351571,high, car,,No Target,Normal,None,Na,Na,None,None,33,273
5,2008_000093.jpg, tvmonitor, chair, sofa,,,29.822033,high, sofa,,No Target,Normal,None,Na,Na,None,None,34,274
310,2009_004841.jpg, cat,,,,,28.68743792,high, cat,,No Target,Normal,None,Na,Na,None,None,35,275
293,2009_004125.jpg, person, boat,,,,31.87043919,high, boat, boat,Target Present,Normal,None,"[('p', 2.0636199419022887)]",-999,None,None,36,276
441,2011_001382.jpg, pottedplant, person, diningtable, bottle,,28.93951331,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,37,277
240,2009_001345.jpg, person, aeroplane,,,,28.99541661,high, aeroplane,,No Target,Critical,None,Na,Na,0.522,tone2,38,278
227,2009_000906.jpg, car,,,,,29.05478148,high, car,,No Target,Normal,None,Na,Na,None,None,39,279
420,2011_000434.jpg, sofa, person, tvmonitor,,,31.14925642,high, person,,No Target,Normal,None,Na,Na,None,None,40,280
330,2010_000942.jpg, pottedplant, person, chair,,,34.89137182,high, pottedplant, pottedplant,Target Present,Normal,None,"[('q', 2.044452420894231)]",-999,None,None,41,281
104,2008_003689.jpg, pottedplant, person, chair,,,30.60605981,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,42,282
18,2008_000251.jpg, car, aeroplane,,,,35.87217941,high, aeroplane,,No Target,Critical,None,Na,Na,0.124,tone4,43,283
459,2011_002005.jpg, tvmonitor, chair, person,,,30.09308124,high, chair,,No Target,Normal,None,Na,Na,None,None,44,284
439,2011_001221.jpg, pottedplant, person, chair, diningtable, boat,35.38363354,high, chair,,No Target,Normal,None,Na,Na,None,None,45,285
212,2009_000157.jpg, tvmonitor, chair, person,,,30.89333834,high, chair,,No Target,Normal,None,Na,Na,None,None,46,286
285,2009_003705.jpg, person, aeroplane,,,,29.54730611,high, aeroplane,,No Target,Normal,None,Na,Na,None,None,47,287
220,2009_000488.jpg, pottedplant, tvmonitor, cat,,,31.6704472,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,48,288
464,2011_002239.jpg, person, dog,,,,31.31965347,high, dog,,No Target,Normal,None,Na,Na,None,None,49,289
230,2009_000934.jpg, person, horse,,,,33.98425573,high, horse,,No Target,Normal,None,Na,Na,None,None,50,290
348,2010_002127.jpg, person, bottle, car,,,34.31316104,high, car,,No Target,Normal,None,Na,Na,None,None,51,291
211,2009_000120.jpg, boat,,,,,30.80608913,high, boat,,No Target,Normal,None,Na,Na,None,None,52,292
309,2009_004794.jpg, pottedplant, person, bottle, diningtable,,36.66558282,high, bottle,,No Target,Normal,None,Na,Na,None,None,53,293
132,2008_004892.jpg, person, horse,,,,31.04635209,high, horse,,No Target,Critical,None,Na,Na,0.097,tone4,54,294
350,2010_002278.jpg, person, cat,,,,29.86799404,high, cat,,No Target,Normal,None,Na,Na,None,None,55,295
284,2009_003646.jpg, tvmonitor, person, bicycle, sofa,,38.21890595,high, sofa,,No Target,Normal,None,Na,Na,None,None,56,296
215,2009_000247.jpg, person, diningtable, bottle,,,30.91062411,high, bottle,,No Target,Normal,None,Na,Na,None,None,57,297
364,2010_003232.jpg, cat,,,,,30.66707338,high, cat,,No Target,Critical,None,Na,Na,0.253,tone4,58,298
105,2008_003755.jpg, car, dog, person,,,29.76355213,high, dog, bird,Target Absent,Normal,None,"[('q', 1.9533577302427148)]",-999,None,None,59,299
378,2010_003746.jpg, car, dog, person,,,21.02015921,low, car, aeroplane,Target Absent,Critical,"[('space', 0.8395389029610669)]","[('q', 2.119506846378499)]",-999,0.124,tone2,0,300
305,2009_004639.jpg, cat,,,,,20.83776855,low, cat,,No Target,Normal,None,Na,Na,None,None,1,301
130,2008_004702.jpg, person, chair, dog,,,18.94630701,low, chair,,No Target,Normal,None,Na,Na,None,None,2,302
470,2011_002558.jpg, person, boat,,,,16.14615478,low, boat, bottle,Target Absent,Normal,None,"[('q', 1.8144110928769805)]",-999,None,None,3,303
115,2008_004175.jpg, horse,,,,,18.09561576,low, horse,,No Target,Normal,None,Na,Na,None,None,4,304
141,2008_005443.jpg, aeroplane,,,,,17.39728912,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,5,305
85,2008_002442.jpg, person, chair, dog, car,,19.9398263,low, car,,No Target,Normal,None,Na,Na,None,None,6,306
228,2009_000919.jpg, boat,,,,,19.2535196,low, boat,,No Target,Critical,"[('space', 0.8554665538467816)]",Na,Na,0.237,tone2,7,307
274,2009_002998.jpg, sofa,,,,,20.95630729,low, sofa, bird,Target Absent,Normal,None,"[('q', 1.6935742575733457)]",-999,None,None,8,308
99,2008_003288.jpg, person,,,,,16.331918,low, person,,No Target,Normal,None,Na,Na,None,None,9,309
225,2009_000742.jpg, bottle,,,,,16.39468003,low, bottle,,No Target,Normal,None,Na,Na,None,None,10,310
365,2010_003255.jpg, bird,,,,,13.95929412,low, bird,,No Target,Normal,None,Na,Na,None,None,11,311
399,2010_005257.jpg, cat,,,,,20.04157457,low, cat,,No Target,Normal,None,Na,Na,None,None,12,312
448,2011_001613.jpg, person, boat,,,,17.51694148,low, boat,,No Target,Normal,None,Na,Na,None,None,13,313
213,2009_000169.jpg, person, horse, car,,,20.93459986,low, car,,No Target,Normal,None,Na,Na,None,None,14,314
46,2008_000972.jpg, person, sofa,,,,20.70787778,low, person,,No Target,Normal,None,Na,Na,None,None,15,315
84,2008_002379.jpg, pottedplant, chair, diningtable,,,17.13857605,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,16,316
2,2008_000037.jpg, aeroplane,,,,,12.091823,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,17,317
418,2011_000379.jpg, sofa, cat,,,,21.05425029,low, sofa,,No Target,Critical,"[('space', 0.19075690481986385)]",Na,Na,0.672,tone3,18,318
453,2011_001825.jpg, horse,,,,,20.50284734,low, horse,,No Target,Normal,None,Na,Na,None,None,19,319
157,2008_006092.jpg, car,,,,,16.4886037,low, car,,No Target,Normal,None,Na,Na,None,None,20,320
124,2008_004522.jpg, person,,,,,20.54328862,low, person,,No Target,Normal,None,Na,Na,None,None,21,321
322,2010_000295.jpg, aeroplane,,,,,18.64762782,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,22,322
387,2010_004307.jpg, person, bicycle,,,,21.2386983,low, person,,No Target,Normal,None,Na,Na,None,None,23,323
321,2010_000151.jpg, bird,,,,,20.12814087,low, bird,,No Target,Normal,None,Na,Na,None,None,24,324
106,2008_003767.jpg, pottedplant,,,,,21.25588755,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,25,325
468,2011_002548.jpg, bird,,,,,17.81068988,low, bird,,No Target,Critical,"[('space', 0.7292441899553523)]",Na,Na,0.218,tone3,26,326
372,2010_003453.jpg, car,,,,,17.7316961,low, car,,No Target,Normal,None,Na,Na,None,None,27,327
311,2009_004874.jpg, chair,,,,,19.81187434,low, chair,,No Target,Normal,None,Na,Na,None,None,28,328
272,2009_002820.jpg, tvmonitor, bird,,,,15.42778804,low, bird,,No Target,Normal,None,Na,Na,None,None,29,329
210,2009_000087.jpg, sofa,,,,,19.8923897,low, sofa,,No Target,Critical,None,Na,Na,0.233,tone4,30,330
224,2009_000716.jpg, cat,,,,,20.53735354,low, cat,,No Target,Normal,None,Na,Na,None,None,31,331
269,2009_002704.jpg, cat,,,,,14.70154771,low, cat,,No Target,Normal,None,Na,Na,None,None,32,332
301,2009_004483.jpg, dog,,,,,18.01939275,low, dog,,No Target,Normal,None,Na,Na,None,None,33,333
416,2011_000129.jpg, aeroplane,,,,,15.90618893,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,34,334
123,2008_004490.jpg, chair, cat,,,,16.57851398,low, chair,,No Target,Normal,None,Na,Na,None,None,35,335
476,2011_002911.jpg, bottle, dog, diningtable,,,21.03464691,low, bottle,,No Target,Normal,None,Na,Na,None,None,36,336
400,2010_005376.jpg, horse,,,,,20.34348153,low, horse,,No Target,Normal,None,Na,Na,None,None,37,337
35,2008_000645.jpg, person,,,,,10.96294835,low, person,,No Target,Normal,None,Na,Na,None,None,38,338
221,2009_000525.jpg, person,,,,,17.83437809,low, person,,No Target,Normal,None,Na,Na,None,None,39,339
3,2008_000059.jpg, person, dog,,,,19.02871536,low, person,,No Target,Normal,None,Na,Na,None,None,40,340
447,2011_001611.jpg, pottedplant,,,,,20.3935266,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,41,341
24,2008_000400.jpg, bird,,,,,19.61954485,low, bird,,No Target,Normal,None,Na,Na,None,None,42,342
258,2009_002137.jpg, bottle,,,,,18.60351893,low, bottle,,No Target,Critical,"[('space', 0.18412777245248435)]",Na,Na,0.564,tone1,43,343
257,2009_002123.jpg, pottedplant, person,,,,19.66447615,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,44,344
116,2008_004208.jpg, person, chair,,,,21.15894772,low, person,,No Target,Normal,None,Na,Na,None,None,45,345
127,2008_004624.jpg, horse,,,,,13.8796341,low, horse, horse,Target Present,Normal,None,"[('p', 1.7323537696429412)]",-999,None,None,46,346
444,2011_001568.jpg, cat,,,,,17.32743513,low, cat,,No Target,Normal,None,Na,Na,None,None,47,347
340,2010_001594.jpg, boat,,,,,19.04897462,low, boat,,No Target,Normal,None,Na,Na,None,None,48,348
362,2010_002990.jpg, person, cat,,,,19.84957835,low, cat, cat,Target Present,Normal,None,"[('p', 1.794495470909169)]",-999,None,None,49,349
334,2010_001370.jpg, dog,,,,,17.80742804,low, dog,,No Target,Normal,None,Na,Na,None,None,50,350
383,2010_004145.jpg, horse,,,,,18.59045643,low, horse,,No Target,Normal,None,Na,Na,None,None,51,351
335,2010_001417.jpg, cat,,,,,14.06671444,low, cat,,No Target,Normal,None,Na,Na,None,None,52,352
10,2008_000151.jpg, aeroplane,,,,,8.171244741,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,53,353
103,2008_003659.jpg, cat,,,,,15.63366674,low, cat,,No Target,Normal,None,Na,Na,None,None,54,354
368,2010_003287.jpg, tvmonitor, chair, person,,,20.15519305,low, chair,,No Target,Critical,None,Na,Na,0.884,tone4,55,355
289,2009_003962.jpg, bird,,,,,16.63718849,low, bird,,No Target,Normal,None,Na,Na,None,None,56,356
443,2011_001543.jpg, chair, dog,,,,14.96914197,low, chair,,No Target,Normal,None,Na,Na,None,None,57,357
237,2009_001312.jpg, aeroplane,,,,,19.88575045,low, aeroplane,,No Target,Critical,"[('space', 0.9151908968924545)]",Na,Na,0.233,tone1,58,358
36,2008_000646.jpg, person,,,,,13.39574725,low, person, person,Target Present,Critical,None,"[('p', 1.9775683754050988)]",-999,0.945,tone1,59,359
248,2009_001774.jpg, sofa, dog,,,,16.14256262,low, sofa,,No Target,Normal,None,Na,Na,None,None,0,360
31,2008_000533.jpg, bird,,,,,13.80945657,low, bird,,No Target,Normal,None,Na,Na,None,None,1,361
112,2008_004166.jpg, horse,,,,,20.56778279,low, horse,,No Target,Normal,None,Na,Na,None,None,2,362
403,2010_005437.jpg, car,,,,,20.48716673,low, car,,No Target,Normal,None,Na,Na,None,None,3,363
297,2009_004263.jpg, pottedplant, chair, diningtable,,,21.05350372,low, pottedplant, pottedplant,Target Present,Normal,None,"[('p', 1.8308872751003946)]",-999,None,None,4,364
4,2008_000066.jpg, dog,,,,,14.84037085,low, dog,,No Target,Critical,"[('space', 0.8209053732134635)]",Na,Na,0.176,tone3,5,365
64,2008_001694.jpg, pottedplant, sofa, chair,,,18.5118878,low, sofa,,No Target,Normal,None,Na,Na,None,None,6,366
329,2010_000846.jpg, dog,,,,,11.4893019,low, dog,,No Target,Normal,None,Na,Na,None,None,7,367
57,2008_001395.jpg, person,,,,,19.97982463,low, person,,No Target,Normal,None,Na,Na,None,None,8,368
345,2010_001863.jpg, cat,,,,,16.82752057,low, cat,,No Target,Critical,None,Na,Na,0.372,tone1,9,369
58,2008_001439.jpg, chair,,,,,19.87713164,low, chair,,No Target,Normal,None,Na,Na,None,None,10,370
401,2010_005391.jpg, dog,,,,,18.6088037,low, dog,,No Target,Normal,None,Na,Na,None,None,11,371
174,2008_007012.jpg, dog,,,,,9.061016516,low, dog,,No Target,Critical,None,Na,Na,0.071,tone4,12,372
184,2008_007511.jpg, sofa,,,,,16.41609668,low, sofa,,No Target,Normal,None,Na,Na,None,None,13,373
354,2010_002436.jpg, bird,,,,,20.65943839,low, bird,,No Target,Normal,None,Na,Na,None,None,14,374
6,2008_000112.jpg, bottle, cat,,,,21.25982976,low, bottle,,No Target,Critical,"[('space', 0.024180139516829513)]",Na,Na,0.514,tone1,15,375
437,2011_001173.jpg, sofa, cat,,,,20.43410382,low, cat,,No Target,Normal,None,Na,Na,None,None,16,376
250,2009_001810.jpg, person, bottle,,,,19.61526987,low, bottle,,No Target,Normal,None,Na,Na,None,None,17,377
316,2009_005308.jpg, bottle,,,,,21.11630175,low, bottle,,No Target,Normal,None,Na,Na,None,None,18,378
426,2011_000734.jpg, bird,,,,,18.23108888,low, bird,,No Target,Normal,None,Na,Na,None,None,19,379
238,2009_001314.jpg, bird,,,,,8.549086134,low, bird,,No Target,Normal,None,Na,Na,None,None,20,380
118,2008_004270.jpg, person, sofa,,,,19.24403588,low, person,,No Target,Normal,None,Na,Na,None,None,21,381
149,2008_005673.jpg, cat,,,,,18.6869051,low, cat,,No Target,Normal,None,Na,Na,None,None,22,382
430,2011_001005.jpg, pottedplant, sofa,,,,18.96772267,low, pottedplant,,No Target,Critical,"[('space', 0.9467571078203036)]",Na,Na,0.355,tone1,23,383
277,2009_003181.jpg, person,,,,,20.71653544,low, person,,No Target,Normal,None,Na,Na,None,None,24,384
208,2008_008714.jpg, sheep, dog,,,,20.07817344,low, dog,,No Target,Normal,None,Na,Na,None,None,25,385
422,2011_000514.jpg, pottedplant,,,,,18.03153745,low, pottedplant, boat,Target Absent,Normal,None,"[('q', 1.7653554562930367)]",-999,None,None,26,386
107,2008_003838.jpg, pottedplant, chair, dog,,,17.39857058,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,27,387
231,2009_000937.jpg, sofa,,,,,20.50651053,low, sofa,,No Target,Normal,None,Na,Na,None,None,28,388
319,2010_000090.jpg, chair, dog,,,,13.83671015,low, dog,,No Target,Normal,None,Na,Na,None,None,29,389
83,2008_002372.jpg, bottle,,,,,14.59333688,low, bottle,,No Target,Normal,None,Na,Na,None,None,30,390
216,2009_000304.jpg, chair, cat,,,,18.18987643,low, chair,,No Target,Critical,"[('space', 0.5003429746357142)]",Na,Na,0.945,tone2,31,391
397,2010_005217.jpg, bird,,,,,20.82173163,low, bird,,No Target,Normal,None,Na,Na,None,None,32,392
88,2008_002504.jpg, boat,,,,,20.47066395,low, boat,,No Target,Normal,None,Na,Na,None,None,33,393
276,2009_003127.jpg, horse,,,,,19.10307284,low, horse,,No Target,Normal,None,Na,Na,None,None,34,394
414,2010_006078.jpg, cat,,,,,13.15004464,low, cat,,No Target,Normal,None,Na,Na,None,None,35,395
154,2008_005831.jpg, dog,,,,,15.13791528,low, dog,,No Target,Normal,None,Na,Na,None,None,36,396
54,2008_001320.jpg, person, chair, diningtable,,,20.00529885,low, chair, aeroplane,Target Absent,Normal,None,"[('q', 1.8905765509116463)]",-999,None,None,37,397
366,2010_003259.jpg, aeroplane,,,,,18.73147009,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,38,398
48,2008_001040.jpg, boat,,,,,20.2100437,low, boat,,No Target,Normal,None,Na,Na,None,None,39,399
169,2008_006837.jpg, chair, dog, diningtable,,,18.2062639,low, chair,,No Target,Normal,None,Na,Na,None,None,40,400
134,2008_004911.jpg, horse,,,,,19.1389758,low, horse,,No Target,Normal,None,Na,Na,None,None,41,401
457,2011_001886.jpg, boat,,,,,19.6857523,low, boat,,No Target,Normal,None,Na,Na,None,None,42,402
438,2011_001198.jpg, sofa, dog,,,,16.6984986,low, sofa,,No Target,Normal,None,Na,Na,None,None,43,403
173,2008_006921.jpg, car,,,,,18.41450385,low, car,,No Target,Normal,None,Na,Na,None,None,44,404
246,2009_001746.jpg, sofa,,,,,16.30002293,low, sofa,,No Target,Critical,"[('space', 0.6010172918468015)]",Na,Na,0.026,tone2,45,405
131,2008_004771.jpg, aeroplane,,,,,18.79588987,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,46,406
413,2010_006076.jpg, dog,,,,,20.39097313,low, dog,,No Target,Normal,None,Na,Na,None,None,47,407
275,2009_003084.jpg, boat,,,,,20.07471587,low, boat,,No Target,Critical,None,Na,Na,0.447,tone4,48,408
203,2008_008467.jpg, aeroplane,,,,,11.63773974,low, aeroplane,,No Target,Normal,None,Na,Na,None,None,49,409
243,2009_001470.jpg, sofa, dog,,,,19.18883419,low, dog, dog,Target Present,Normal,None,"[('p', 1.8956222409469774)]",-999,None,None,50,410
291,2009_004016.jpg, dog,,,,,19.65229661,low, dog,,No Target,Normal,None,Na,Na,None,None,51,411
117,2008_004269.jpg, sofa, person,,,,20.98329806,low, sofa,,No Target,Normal,None,Na,Na,None,None,52,412
151,2008_005735.jpg, cat,,,,,13.68599365,low, cat, sofa,Target Absent,Normal,None,"[('q', 2.0309549577068537)]",-999,None,None,53,413
251,2009_001837.jpg, horse,,,,,19.27378311,low, horse,,No Target,Normal,None,Na,Na,None,None,54,414
97,2008_003203.jpg, pottedplant, person,,,,20.51511763,low, pottedplant,,No Target,Normal,None,Na,Na,None,None,55,415
256,2009_002120.jpg, car,,,,,19.86595411,low, car,,No Target,Normal,None,Na,Na,None,None,56,416
389,2010_004425.jpg, sofa, cat,,,,18.28847734,low, sofa,,No Target,Normal,None,Na,Na,None,None,57,417
263,2009_002415.jpg, chair, diningtable,,,,19.90451448,low, chair,,No Target,Critical,"[('space', 0.6691512133256765)]",Na,Na,0.124,tone2,58,418
11,2008_000163.jpg, car,,,,,18.70849772,low, car, car,Target Present,Normal,None,"[('p', 1.7151334778609453)]",-999,None,None,59,419
15,2008_000196.jpg, pottedplant, bicycle, bottle, cat,,35.35378443,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,0,420
170,2008_006864.jpg, pottedplant, sofa, person,,,29.72325552,high, sofa,,No Target,Normal,None,Na,Na,None,None,1,421
162,2008_006303.jpg, chair,,,,,28.72363665,high, chair,,No Target,Normal,None,Na,Na,None,None,2,422
393,2010_004844.jpg, pottedplant, person, motorbike, car, bus,30.65978031,high, pottedplant,,No Target,Critical,"[('space', 0.36388183425879106)]",Na,Na,0.689,tone1,3,423
433,2011_001056.jpg, person,,,,,31.21400965,high, person,,No Target,Normal,None,Na,Na,None,None,4,424
26,2008_000418.jpg, person, chair, diningtable,,,28.87770855,high, chair,,No Target,Normal,None,Na,Na,None,None,5,425
408,2010_005669.jpg, dog,,,,,33.96067753,high, dog,,No Target,Normal,None,Na,Na,None,None,6,426
194,2008_007949.jpg, chair, diningtable,,,,38.0925597,high, chair,,No Target,Normal,None,Na,Na,None,None,7,427
119,2008_004318.jpg, person, sofa,,,,29.75735845,high, sofa,,No Target,Normal,None,Na,Na,None,None,8,428
306,2009_004674.jpg, sofa, chair, person,,,33.18559025,high, chair,,No Target,Critical,"[('space', 0.24058801191131352)]",Na,Na,0.801,tone2,9,429
356,2010_002472.jpg, cat,,,,,32.66066395,high, cat,,No Target,Normal,None,Na,Na,None,None,10,430
282,2009_003338.jpg, person, horse,,,,30.13089803,high, horse,,No Target,Normal,None,Na,Na,None,None,11,431
70,2008_002026.jpg, pottedplant, sofa, chair,,,35.71139853,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,12,432
407,2010_005608.jpg, bird,,,,,29.2726546,high, bird,,No Target,Critical,None,Na,Na,0.237,tone4,13,433
146,2008_005519.jpg, pottedplant, person, chair, diningtable,,31.52068761,high, chair,,No Target,Normal,None,Na,Na,None,None,14,434
425,2011_000675.jpg, person, horse,,,,30.73068063,high, horse,,No Target,Normal,None,Na,Na,None,None,15,435
324,2010_000536.jpg, cat,,,,,31.54166437,high, cat,,No Target,Normal,None,Na,Na,None,None,16,436
147,2008_005563.jpg, person, dog,,,,29.07873274,high, dog,,No Target,Normal,None,Na,Na,None,None,17,437
96,2008_003180.jpg, dog,,,,,31.53785713,high, dog,,No Target,Normal,None,Na,Na,None,None,18,438
59,2008_001464.jpg, person, horse,,,,30.7567144,high, horse,,No Target,Critical,"[('space', 0.7919746215920895)]",Na,Na,0.14,tone3,19,439
178,2008_007250.jpg, bird,,,,,31.89212551,high, bird,,No Target,Normal,None,Na,Na,None,None,20,440
28,2008_000424.jpg, person,,,,,29.85785785,high, person,,No Target,Normal,None,Na,Na,None,None,21,441
380,2010_003864.jpg, pottedplant, sofa, chair, diningtable, tvmonitor,31.00753792,high, pottedplant,,No Target,Normal,None,Na,Na,None,None,22,442
42,2008_000829.jpg, person, dog,,,,30.55610287,high, dog,,No Target,Normal,None,Na,Na,None,None,23,443
218,2009_000449.jpg, sofa, dog, person,,,29.28309157,high, sofa,,No Target,Normal,None,Na,Na,None,None,24,444
51,2008_001210.jpg, cat,,,,,29.24697617,high, cat,,No Target,Normal,None,Na,Na,None,None,25,445
209,2009_000021.jpg, car, person,,,,29.00835902,high, car,,No Target,Normal,None,Na,Na,None,None,26,446
199,2008_008210.jpg, person, bicycle, car,,,31.5779064,high, car,,No Target,Normal,None,Na,Na,None,None,27,447
