,Cat.1,Cat.2,Cat.3,Cat.4,Cat.5,TS,Load,exemplar,question,present_absent,trial_type,tone_Hz,tone_onset
2009_003209.jpg, dog,,,,,18.9815982303,low, dog,NA,No Target,Normal,No tone,-999
2009_003232.jpg, horse,,,,,20.9577483153,low, horse,NA,No Target,Normal,No tone,-999
2009_003309.jpg, aeroplane,,,,,19.0959957377,low, aeroplane, horse,Target Absent,Normal,No tone,-999
2009_003338.jpg, person, horse,,,,30.1308980286,high, horse,NA,No Target,Normal,No tone,-999
2009_003351.jpg, pottedplant, person, chair, motorbike, boat,31.5804899021,high, boat,NA,No Target,Normal,No tone,-999
2009_003373.jpg, sofa, tvmonitor,,,,15.5740471892,low, sofa,NA,No Target,Normal,No tone,-999
2009_003520.jpg, chair, diningtable,,,,29.1196911303,high, chair, chair,Target Present,Normal,No tone,-999
2009_003530.jpg, person, horse,,,,20.5294514772,low, person,NA,No Target,Normal,No tone,-999
2009_003679.jpg, pottedplant,,,,,20.3954299443,low, pottedplant,NA,No Target,Normal,No tone,-999
2009_003686.jpg, horse,,,,,18.7207285432,low, horse,NA,No Target,Normal,No tone,-999
2009_003705.jpg, person, aeroplane,,,,29.5473061136,high, aeroplane,NA,No Target,Normal,No tone,-999
2009_003802.jpg, car, bicycle, motorbike,,,29.678013923,high, car,NA,No Target,Normal,No tone,-999
2009_003884.jpg, chair, diningtable,,,,28.7286362612,high, chair,NA,No Target,Normal,No tone,-999
2009_003993.jpg, bird,,,,,20.7578853634,low, bird,NA,No Target,Normal,No tone,-999
2009_004076.jpg, sofa, dog,,,,15.5533931509,low, sofa,NA,No Target,Normal,No tone,-999
2009_004129.jpg, chair,,,,,11.4592323772,low, chair, chair,Target Present,Normal,No tone,-999
2009_004154.jpg, person, chair, diningtable, bottle,,29.6229142798,high, bottle,NA,No Target,Normal,No tone,-999
2009_004225.jpg, cat,,,,,12.7290334447,low, cat,NA,No Target,Normal,No tone,-999
2009_004262.jpg, horse,,,,,19.7648364082,low, horse, person,Target Absent,Critical,tone1,40
2009_004283.jpg, pottedplant, sofa,,,,29.0424888681,high, sofa,NA,No Target,Normal,No tone,-999
2009_004364.jpg, car, bicycle,,,,28.730946257,high, car,NA,No Target,Normal,No tone,-999
2009_004414.jpg, aeroplane,,,,,35.972960084,high, aeroplane,NA,No Target,Normal,No tone,-999
2009_004594.jpg, car,,,,,19.0301781524,low, car,NA,No Target,Normal,No tone,-999
2009_004598.jpg, cat,,,,,16.6565997701,low, cat,NA,No Target,Normal,No tone,-999
2009_004737.jpg, chair,,,,,16.9854423346,low, chair,NA,No Target,Normal,No tone,-999
2009_004779.jpg, cat,,,,,19.0962523457,low, cat,NA,No Target,Normal,No tone,-999
2009_004794.jpg, pottedplant, person, bottle, diningtable,,36.6655828193,high, pottedplant, pottedplant,Target Present,Normal,No tone,-999
2009_004849.jpg, person, chair, motorbike,,,31.7742392699,high, chair,NA,No Target,Normal,No tone,-999
2009_004888.jpg, person, boat,,,,16.6512424605,low, boat,NA,No Target,Normal,No tone,-999
2009_004984.jpg, bicycle, bottle,,,,18.8937980144,low, bottle,NA,No Target,Normal,No tone,-999
2009_005008.jpg, pottedplant,,,,,17.7701583609,low, pottedplant, pottedplant,Target Present,Normal,No tone,-999
2009_005036.jpg, car, aeroplane,,,,16.8116850006,low, aeroplane,NA,No Target,Normal,No tone,-999
2009_005044.jpg, bottle,,,,,15.7136248334,low, bottle,NA,No Target,Normal,No tone,-999
2009_005075.jpg, aeroplane,,,,,20.2722047516,low, aeroplane,NA,No Target,Normal,No tone,-999
2009_005118.jpg, boat,,,,,28.7102843543,high, boat, person,Target Absent,Normal,No tone,-999
2009_005133.jpg, car,,,,,29.2704648354,high, car,NA,No Target,Normal,No tone,-999
2009_005308.jpg, bottle,,,,,21.1163017472,low, bottle,NA,No Target,Normal,No tone,-999
2010_000074.jpg, person, dog,,,,32.1424271349,high, dog,NA,No Target,Normal,No tone,-999
2010_000090.jpg, chair, dog,,,,13.8367101522,low, chair,NA,No Target,Normal,No tone,-999
2010_000109.jpg, cat,,,,,21.1941016161,low, cat,NA,No Target,Normal,No tone,-999
2010_000132.jpg, pottedplant,,,,,19.906276626,low, pottedplant,NA,No Target,Normal,No tone,-999
2010_000229.jpg, aeroplane,,,,,14.3418947369,low, aeroplane, aeroplane,Target Present,Normal,No tone,-999
2010_000299.jpg, bird,,,,,19.7061221398,low, bird,NA,No Target,Normal,No tone,-999
2010_000426.jpg, bottle,,,,,17.8831347445,low, bottle, car,Target Absent,Normal,No tone,-999
2010_000536.jpg, cat,,,,,31.5416643744,high, cat, dog,Target Absent,Normal,No tone,-999
2010_000613.jpg, horse,,,,,20.8855839237,low, horse,NA,No Target,Normal,No tone,-999
2010_000616.jpg, cat,,,,,18.1350968389,low, cat,NA,No Target,Normal,No tone,-999
2010_000750.jpg, pottedplant,,,,,11.902212339,low, pottedplant,NA,No Target,Critical,tone2,682
2010_000792.jpg, person, bottle,,,,29.2763023066,high, bottle,NA,No Target,Normal,No tone,-999
2010_000805.jpg, dog, bottle,,,,18.8607033421,low, bottle,NA,No Target,Normal,No tone,-999
2010_000811.jpg, dog,,,,,18.0450356506,low, dog,NA,No Target,Normal,No tone,-999
2010_000815.jpg, cat,,,,,30.3067076172,high, cat,NA,No Target,Normal,No tone,-999
2010_000865.jpg, person, train, car,,,31.0268569889,high, car, car,Target Present,Normal,No tone,-999
2010_001036.jpg, person, boat,,,,19.19481595,low, boat,NA,No Target,Normal,No tone,-999
2010_001118.jpg, bus, car,,,,39.1163173722,high, car,NA,No Target,Normal,No tone,-999
2010_001159.jpg, bird,,,,,14.3433467925,low, bird,NA,No Target,Normal,No tone,-999
2010_001271.jpg, chair, diningtable,,,,20.7351456906,low, chair,NA,No Target,Normal,No tone,-999
2010_001434.jpg, sofa, chair,,,,31.2605400033,high, sofa,NA,No Target,Normal,No tone,-999
2010_001451.jpg, horse,,,,,14.3004646918,low, horse,NA,No Target,Normal,No tone,-999
2010_001586.jpg, person, train, sofa,,,31.6511564428,high, sofa,NA,No Target,Normal,No tone,-999
2010_001645.jpg, person, diningtable, bottle,,,38.9726423889,high, bottle,NA,No Target,Normal,No tone,-999
2010_001682.jpg, person, chair, diningtable, bottle,,33.4787504727,high, bottle,NA,No Target,Normal,No tone,-999
2010_001691.jpg, boat,,,,,16.8629662116,low, boat,NA,No Target,Normal,No tone,-999
2010_001731.jpg, chair,,,,,9.95536840071,low, chair,NA,No Target,Normal,No tone,-999
2010_001829.jpg, horse,,,,,19.2344013367,low, horse,NA,No Target,Normal,No tone,-999
2010_001856.jpg, person, horse,,,,35.6691324556,high, horse, sofa,Target Absent,Normal,No tone,-999
2010_001907.jpg, person, chair, diningtable,,,20.5612790093,low, chair,NA,No Target,Normal,No tone,-999
2010_001908.jpg, person, dog,,,,18.2814006101,low, dog,NA,No Target,Normal,No tone,-999
2010_001939.jpg, tvmonitor, diningtable, cat,,,29.8429225027,high, cat, cat,Target Present,Normal,No tone,-999
2010_001988.jpg, bird,,,,,15.2538714929,low, bird, bird,Target Present,Critical,tone1,601
2010_001993.jpg, car, person,,,,21.0529768239,low, car, car,Target Present,Normal,No tone,-999
2010_002127.jpg, person, bottle, car,,,34.3131610413,high, car,NA,No Target,Normal,No tone,-999
2010_002183.jpg, person, horse,,,,34.5575771686,high, horse, bird,Target Absent,Normal,No tone,-999
2010_002278.jpg, person, cat,,,,29.8679940351,high, cat,NA,No Target,Normal,No tone,-999
2010_002283.jpg, horse,,,,,18.0578252839,low, horse,NA,No Target,Normal,No tone,-999
2010_002349.jpg, dog,,,,,19.9931027737,low, dog,NA,No Target,Normal,No tone,-999
2010_002379.jpg, pottedplant,,,,,19.895720118,low, pottedplant,NA,No Target,Normal,No tone,-999
2010_002393.jpg, boat,,,,,20.1314110865,low, boat,NA,No Target,Normal,No tone,-999
2010_002472.jpg, cat,,,,,32.6606639512,high, cat,NA,No Target,Normal,No tone,-999
2010_002498.jpg, person, boat,,,,17.9977484701,low, boat,NA,No Target,Normal,No tone,-999
2010_002603.jpg, person, chair,,,,37.0529117102,high, person,NA,No Target,Normal,No tone,-999
2010_002620.jpg, boat,,,,,34.9675277341,high, boat,NA,No Target,Normal,No tone,-999
2010_002645.jpg, cat,,,,,20.8501252653,low, cat,NA,No Target,Normal,No tone,-999
2010_002702.jpg, person, boat, car,,,35.7047089349,high, boat,NA,No Target,Normal,No tone,-999
2010_002742.jpg, person, bottle, pottedplant, tvmonitor, chair,31.6763857137,high, bottle,NA,No Target,Normal,No tone,-999
2010_002775.jpg, dog,,,,,29.7778405817,high, dog, aeroplane,Target Absent,Normal,No tone,-999
2010_002956.jpg, bottle,,,,,16.5988748608,low, bottle,NA,No Target,Normal,No tone,-999
2010_003101.jpg, pottedplant,,,,,19.252734908,low, pottedplant,NA,No Target,Normal,No tone,-999
2010_003280.jpg, person, horse,,,,20.3068353181,low, horse,NA,No Target,Normal,No tone,-999
2010_003287.jpg, tvmonitor, chair, person,,,20.1551930472,low, chair,NA,No Target,Normal,No tone,-999
2010_003297.jpg, person, horse,,,,31.9696343244,high, horse,NA,No Target,Normal,No tone,-999
2010_003329.jpg, bottle,,,,,20.9657753219,low, bottle,NA,No Target,Normal,No tone,-999
2010_003400.jpg, car,,,,,11.740304537,low, car,NA,No Target,Normal,No tone,-999
2010_003419.jpg, bird,,,,,28.6670652044,high, bird,NA,No Target,Normal,No tone,-999
2010_003453.jpg, car,,,,,17.7316960995,low, car,NA,No Target,Normal,No tone,-999
2010_003490.jpg, horse,,,,,31.5148858229,high, horse,NA,No Target,Normal,No tone,-999
2010_003579.jpg, chair, cat,,,,29.798629152,high, cat,NA,No Target,Normal,No tone,-999
2010_003724.jpg, person, bird,,,,29.6573899693,high, bird,NA,No Target,Normal,No tone,-999
2010_003729.jpg, pottedplant, car, chair, bicycle, person,30.1332441128,high, pottedplant,NA,No Target,Normal,No tone,-999
2010_003746.jpg, car, dog, person,,,21.0201592114,low, car,NA,No Target,Normal,No tone,-999
2010_003861.jpg, pottedplant, person, chair, sofa, cat,29.7271295973,high, cat,NA,No Target,Normal,No tone,-999
2010_003890.jpg, horse,,,,,19.8038988384,low, horse, horse,Target Present,Normal,No tone,-999
2010_003911.jpg, boat,,,,,20.084302537,low, boat,NA,No Target,Normal,No tone,-999
2010_003943.jpg, cat,,,,,31.1935707888,high, cat,NA,No Target,Normal,No tone,-999
2010_004014.jpg, car,,,,,18.5979816817,low, car, dog,Target Absent,Critical,tone1,580
2010_004145.jpg, horse,,,,,18.5904564306,low, horse,NA,No Target,Normal,No tone,-999
2010_004175.jpg, cat,,,,,10.2366357609,low, cat,NA,No Target,Normal,No tone,-999
2010_004223.jpg, person, chair,,,,16.6068065792,low, person,NA,No Target,Normal,No tone,-999
2010_004231.jpg, chair, diningtable,,,,15.830708943,low, chair,NA,No Target,Normal,No tone,-999
2010_004339.jpg, dog,,,,,18.0203679669,low, dog, pottedplant,Target Absent,Normal,No tone,-999
2010_004423.jpg, aeroplane,,,,,29.7396779561,high, aeroplane,NA,No Target,Normal,No tone,-999
2010_004425.jpg, sofa, cat,,,,18.2884773419,low, sofa, bird,Target Absent,Normal,No tone,-999
2010_004447.jpg, person, bottle, sofa,,,33.5611857847,high, bottle,NA,No Target,Normal,No tone,-999
2010_004662.jpg, boat,,,,,21.1986204175,low, boat,NA,No Target,Normal,No tone,-999
2010_004683.jpg, pottedplant, dog,,,,28.6636334752,high, pottedplant,NA,No Target,Normal,No tone,-999
2010_004753.jpg, chair, cat,,,,16.654865888,low, chair,NA,No Target,Normal,No tone,-999
2010_004763.jpg, chair,,,,,33.261768177,high, chair,NA,No Target,Normal,No tone,-999
2010_004778.jpg, person, chair, diningtable, bottle,,30.060591862,high, bottle,NA,No Target,Normal,No tone,-999
2010_004791.jpg, aeroplane,,,,,20.1207612432,low, aeroplane,NA,No Target,Normal,No tone,-999
2010_005054.jpg, tvmonitor, sofa,,,,20.2162635229,low, sofa,NA,No Target,Normal,No tone,-999
2010_005101.jpg, aeroplane,,,,,13.350033322,low, aeroplane,NA,No Target,Normal,No tone,-999
2010_005106.jpg, person, aeroplane,,,,30.2429372093,high, aeroplane,NA,No Target,Normal,No tone,-999
2010_005170.jpg, person, chair, diningtable, sofa,,30.9164667664,high, sofa, person,Target Absent,Normal,No tone,-999
2010_005217.jpg, bird,,,,,20.8217316307,low, bird,NA,No Target,Normal,No tone,-999
2010_005257.jpg, cat,,,,,20.0415745672,low, cat,NA,No Target,Normal,No tone,-999
2010_005270.jpg, person, horse, dog,,,31.3724599987,high, horse, horse,Target Present,Normal,No tone,-999
2010_005391.jpg, dog,,,,,18.6088037047,low, dog,NA,No Target,Normal,No tone,-999
2010_005437.jpg, car,,,,,20.4871667265,low, car,NA,No Target,Normal,No tone,-999
2010_005542.jpg, car, bicycle, person,,,28.8744162441,high, person,NA,No Target,Normal,No tone,-999
2010_005572.jpg, person, motorbike,,,,31.0768583136,high, person,NA,No Target,Normal,No tone,-999
2010_005606.jpg, person, sofa, cat,,,29.5141897874,high, cat, cat,Target Present,Normal,No tone,-999
2010_005608.jpg, bird,,,,,29.2726546025,high, bird, boat,Target Absent,Normal,No tone,-999
2010_005628.jpg, pottedplant, person, chair, dog,,34.0997901784,high, dog,NA,No Target,Normal,No tone,-999
2010_005718.jpg, car, aeroplane,,,,32.2245207666,high, aeroplane,NA,No Target,Normal,No tone,-999
2010_005780.jpg, boat,,,,,16.8463365792,low, boat,NA,No Target,Normal,No tone,-999
2010_005785.jpg, car,,,,,16.1970358254,low, car,NA,No Target,Normal,No tone,-999
2010_005885.jpg, dog,,,,,20.0746861318,low, dog, dog,Target Present,Normal,No tone,-999
2010_005894.jpg, chair,,,,,29.0279583591,high, chair,NA,No Target,Normal,No tone,-999
2010_005996.jpg, pottedplant, person, train,,,29.106006376,high, pottedplant,NA,No Target,Normal,No tone,-999
2010_006023.jpg, aeroplane,,,,,12.5365727841,low, aeroplane,NA,No Target,Normal,No tone,-999
2010_006033.jpg, car,,,,,32.9773958833,high, car,NA,No Target,Normal,No tone,-999
2011_000070.jpg, sofa,,,,,16.9008566968,low, sofa, sofa,Target Present,Normal,No tone,-999
2011_000224.jpg, sofa,,,,,17.3166460371,low, sofa,NA,No Target,Normal,No tone,-999
2011_000282.jpg, person, chair, bottle, diningtable,,35.1348565128,high, bottle,NA,No Target,Normal,No tone,-999
2011_000293.jpg, car,,,,,9.15639028616,low, car,NA,No Target,Normal,No tone,-999
2011_000434.jpg, sofa, person, tvmonitor,,,31.1492564165,high, sofa,NA,No Target,Critical,tone1,342
2011_000481.jpg, aeroplane,,,,,15.7594920665,low, aeroplane,NA,No Target,Normal,No tone,-999
2011_000499.jpg, tvmonitor, chair, sofa,,,30.4579578004,high, sofa, pottedplant,Target Absent,Normal,No tone,-999
2011_000514.jpg, pottedplant,,,,,18.0315374494,low, pottedplant,NA,No Target,Normal,No tone,-999
2011_000530.jpg, pottedplant, sofa, chair, diningtable,,29.8068196257,high, sofa,NA,No Target,Normal,No tone,-999
2011_000548.jpg, bird, cow,,,,30.9612210041,high, bird,NA,No Target,Normal,No tone,-999
2011_000628.jpg, person, horse,,,,31.3105999235,high, horse,NA,No Target,Normal,No tone,-999
2011_000631.jpg, boat,,,,,37.7062015995,high, boat,NA,No Target,Normal,No tone,-999
2011_000661.jpg, chair, cat,,,,19.7971714164,low, cat,NA,No Target,Normal,No tone,-999
2011_000824.jpg, cat,,,,,31.7798588195,high, cat,NA,No Target,Normal,No tone,-999
2011_001001.jpg, person, bird, boat,,,31.9134097386,high, bird,NA,No Target,Normal,No tone,-999
2011_001005.jpg, pottedplant, sofa,,,,18.9677226722,low, pottedplant,NA,No Target,Normal,No tone,-999
2011_001025.jpg, pottedplant, person, bicycle, car,,33.3671527498,high, pottedplant, pottedplant,Target Present,Normal,No tone,-999
2011_001116.jpg, person, cat,,,,29.7785441827,high, cat,NA,No Target,Normal,No tone,-999
2011_001139.jpg, chair, bird, diningtable,,,29.3617557203,high, bird,NA,No Target,Critical,tone1,391
2011_001198.jpg, sofa, dog,,,,16.6984985954,low, sofa,NA,No Target,Normal,No tone,-999
2011_001221.jpg, pottedplant, person, chair, diningtable, boat,35.3836335373,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_001304.jpg, tvmonitor, chair, sofa,,,37.2238158045,high, sofa, sofa,Target Present,Normal,No tone,-999
2011_001335.jpg, person, horse,,,,33.3349724687,high, horse,NA,No Target,Normal,No tone,-999
2011_001382.jpg, pottedplant, person, diningtable, bottle,,28.9395133114,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_001432.jpg, bird,,,,,19.7355923527,low, bird,NA,No Target,Normal,No tone,-999
2011_001440.jpg, pottedplant, sofa,,,,31.6245238408,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_001591.jpg, person, boat,,,,17.698167132,low, boat,NA,No Target,Normal,No tone,-999
2011_001605.jpg, pottedplant, person, motorbike,,,34.4160054333,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_001611.jpg, pottedplant,,,,,20.3935266021,low, pottedplant,NA,No Target,Normal,No tone,-999
2011_001613.jpg, person, boat,,,,17.5169414787,low, boat,NA,No Target,Normal,No tone,-999
2011_001624.jpg, aeroplane,,,,,20.5598624568,low, aeroplane,NA,No Target,Normal,No tone,-999
2011_001649.jpg, person, chair,,,,34.7071708095,high, chair,NA,No Target,Normal,No tone,-999
2011_001656.jpg, horse,,,,,19.1565474203,low, horse, dog,Target Absent,Normal,No tone,-999
2011_001800.jpg, person, aeroplane,,,,30.9530432899,high, aeroplane,NA,No Target,Normal,No tone,-999
2011_001834.jpg, chair,,,,,13.7274387367,low, chair,NA,No Target,Normal,No tone,-999
2011_001880.jpg, aeroplane,,,,,32.2027640207,high, aeroplane,NA,No Target,Normal,No tone,-999
2011_001886.jpg, boat,,,,,19.6857522998,low, boat,NA,No Target,Normal,No tone,-999
2011_001944.jpg, dog,,,,,31.7281700631,high, dog,NA,No Target,Normal,No tone,-999
2011_001959.jpg, bird,,,,,9.57686770874,low, bird,NA,No Target,Normal,No tone,-999
2011_001967.jpg, bird,,,,,13.9084482241,low, bird,NA,No Target,Normal,No tone,-999
2011_001991.jpg, boat,,,,,34.0471469053,high, boat,NA,No Target,Normal,No tone,-999
2011_002050.jpg, boat,,,,,17.3315580807,low, boat,NA,No Target,Normal,No tone,-999
2011_002098.jpg, dog, bottle,,,,41.9971447032,high, dog,NA,No Target,Normal,No tone,-999
2011_002193.jpg, person, aeroplane,,,,30.1828857165,high, person, person,Target Present,Normal,No tone,-999
2011_002241.jpg, chair, diningtable,,,,18.1178027951,low, chair, chair,Target Present,Normal,No tone,-999
2011_002260.jpg, chair,,,,,30.0969203584,high, chair,NA,No Target,Normal,No tone,-999
2011_002303.jpg, car, person,,,,20.6957146074,low, car,NA,No Target,Normal,No tone,-999
2011_002453.jpg, pottedplant,,,,,19.2497613741,low, pottedplant,NA,No Target,Normal,No tone,-999
2011_002482.jpg, person, bottle,,,,30.9368792786,high, person,NA,No Target,Normal,No tone,-999
2011_002509.jpg, person, chair, tvmonitor,,,28.894989564,high, chair,NA,No Target,Normal,No tone,-999
2011_002555.jpg, person, horse,,,,29.265462465,high, horse,NA,No Target,Normal,No tone,-999
2011_002558.jpg, person, boat,,,,16.146154778,low, boat, boat,Target Present,Critical,tone2,995
2011_002582.jpg, bird,,,,,19.2391461352,low, bird,NA,No Target,Normal,No tone,-999
2011_002641.jpg, person, chair, bottle,,,33.3811153835,high, chair,NA,No Target,Normal,No tone,-999
2011_002810.jpg, pottedplant, tvmonitor, chair, sofa,,35.6366042017,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_002814.jpg, sofa, bottle, pottedplant, tvmonitor, chair,33.9377756239,high, pottedplant,NA,No Target,Normal,No tone,-999
2011_002911.jpg, bottle, dog, diningtable,,,21.0346469109,low, bottle,NA,No Target,Normal,No tone,-999
2011_002971.jpg, sofa, chair, person,,,36.4437919266,high, sofa,NA,No Target,Normal,No tone,-999
2011_003066.jpg, person, chair, diningtable, bottle,,33.7345291168,high, chair, chair,Target Present,Normal,No tone,-999
2011_003074.jpg, chair,,,,,20.5088814639,low, chair,NA,No Target,Normal,No tone,-999
2011_003145.jpg, bird,,,,,17.4970699875,low, bird,NA,No Target,Normal,No tone,-999
