,0,1,2,3,4,5,6,7
2011_000514.jpg, pottedplant,,,,,18.03153744936175,low, pottedplant
2011_000530.jpg, pottedplant, sofa, chair, diningtable,,29.806819625699738,high, sofa
2011_000548.jpg, bird, cow,,,,30.96122100405093,high, bird
2011_000628.jpg, person, horse,,,,31.310599923489761,high, horse
2011_000631.jpg, boat,,,,,37.706201599515055,high, boat
2011_000661.jpg, chair, cat,,,,19.7971714164348,low, cat
2011_000824.jpg, cat,,,,,31.779858819461175,high, cat
2011_001001.jpg, person, bird, boat,,,31.913409738647122,high, bird
2011_001005.jpg, pottedplant, sofa,,,,18.96772267222304,low, pottedplant
2011_001025.jpg, pottedplant, person, bicycle, car,,33.367152749801264,high, pottedplant
2011_001116.jpg, person, cat,,,,29.77854418273715,high, cat
2011_001139.jpg, chair, bird, diningtable,,,29.361755720318893,high, bird
2011_001198.jpg, sofa, dog,,,,16.69849859536183,low, sofa
2011_001221.jpg, pottedplant, person, chair, diningtable, boat,35.383633537269247,high, pottedplant
2011_001304.jpg, tvmonitor, chair, sofa,,,37.223815804487245,high, sofa
2011_001335.jpg, person, horse,,,,33.334972468683468,high, horse
2011_001382.jpg, pottedplant, person, diningtable, bottle,,28.939513311425664,high, pottedplant
2011_001432.jpg, bird,,,,,19.735592352687934,low, bird
2011_001440.jpg, pottedplant, sofa,,,,31.624523840834037,high, pottedplant
2011_001591.jpg, person, boat,,,,17.698167132036819,low, boat
2011_001605.jpg, pottedplant, person, motorbike,,,34.416005433315377,high, pottedplant
2011_001611.jpg, pottedplant,,,,,20.393526602090212,low, pottedplant
2011_001613.jpg, person, boat,,,,17.516941478695085,low, boat
2011_001624.jpg, aeroplane,,,,,20.559862456798999,low, aeroplane
2011_001649.jpg, person, chair,,,,34.707170809483557,high, chair
2011_001656.jpg, horse,,,,,19.156547420300022,low, horse
2011_001800.jpg, person, aeroplane,,,,30.953043289890367,high, aeroplane
2011_001834.jpg, chair,,,,,13.727438736718454,low, chair
2011_001880.jpg, aeroplane,,,,,32.202764020748539,high, aeroplane
2011_001886.jpg, boat,,,,,19.685752299806754,low, boat
2011_001944.jpg, dog,,,,,31.72817006314488,high, dog
2011_001959.jpg, bird,,,,,9.5768677087381189,low, bird
2011_001967.jpg, bird,,,,,13.908448224071689,low, bird
2011_001991.jpg, boat,,,,,34.047146905280911,high, boat
2011_002050.jpg, boat,,,,,17.331558080669492,low, boat
2011_002098.jpg, dog, bottle,,,,41.997144703218744,high, dog
2011_002193.jpg, person, aeroplane,,,,30.182885716527558,high, person
2011_002241.jpg, chair, diningtable,,,,18.117802795100609,low, chair
2011_002260.jpg, chair,,,,,30.096920358380203,high, chair
2011_002303.jpg, car, person,,,,20.695714607410885,low, car
2011_002453.jpg, pottedplant,,,,,19.24976137409617,low, pottedplant
2011_002482.jpg, person, bottle,,,,30.93687927856223,high, person
2011_002509.jpg, person, chair, tvmonitor,,,28.894989564027235,high, chair
2011_002555.jpg, person, horse,,,,29.265462465033568,high, horse
2011_002558.jpg, person, boat,,,,16.146154777978307,low, boat
2011_002582.jpg, bird,,,,,19.239146135217897,low, bird
2011_002641.jpg, person, chair, bottle,,,33.381115383499548,high, chair
2011_002810.jpg, pottedplant, tvmonitor, chair, sofa,,35.636604201684975,high, pottedplant
2011_002814.jpg, sofa, bottle, pottedplant, tvmonitor, chair,33.937775623898794,high, pottedplant
2011_002911.jpg, bottle, dog, diningtable,,,21.034646910874571,low, bottle
2011_002971.jpg, sofa, chair, person,,,36.443791926636216,high, sofa
2011_003066.jpg, person, chair, diningtable, bottle,,33.734529116802769,high, chair
2011_003074.jpg, chair,,,,,20.508881463934916,low, chair
2011_003145.jpg, bird,,,,,17.497069987457937,low, bird
